t (s),skew,phase,vpp,filt,avg,amp,rms
2.384185791015625e-07,nan,nan,nan,nan,nan,nan,nan
1.0931904315948486,5.525,198.898,0.0294792,0.01549,0.011927,0.009193,0.00078384
2.227208375930786,-1.51,305.64,0.0301042,0.0168,0.005417,0.005417,0.00068259
2.256568670272827,-4.43,305.64,0.0377083,0.01732,0.005208,0.005208,0.00067462
2.395296096801758,-4.43,200.521,0.0377083,0.01732,0.005208,0.005208,0.00067462
2.4508039951324463,5.065,182.34,0.0452083,0.02383,0.004714,0.004714,0.00067085
2.574604034423828,5.065,182.34,0.0452083,0.02383,0.004714,0.004714,0.00067085
2.6068456172943115,5.065,182.34,0.0452083,0.02383,0.004714,0.004714,0.00067863
2.730529308319092,-4.45,199.801,0.0358333,0.01979,0.004661,0.004661,0.00067863
2.774717330932617,-4.45,199.801,0.0358333,0.01979,0.004661,0.004661,0.00067863
2.8218743801116943,5.734999999999999,206.459,0.0377083,0.01914,0.004271,0.004271,0.00066895
2.955787181854248,5.734999999999999,206.459,0.0377083,0.01914,0.004271,0.004271,0.00066895
2.9929375648498535,5.890000000000001,206.459,0.0395833,0.02227,0.004297,0.004297,0.00066939
3.12475848197937,5.890000000000001,212.042,0.0395833,0.02227,0.004297,0.004297,0.00066939
3.156078577041626,5.890000000000001,212.042,0.0395833,0.02227,0.004297,0.004297,0.00066939
3.191338300704956,-3.9649000000000005,212.042,0.0486458,0.02578,0.005547,0.005547,0.00063648
3.3250913619995117,-3.9649000000000005,217.262,0.0486458,0.02578,0.005547,0.005547,0.00063648
3.363607406616211,-3.9649000000000005,217.262,0.0486458,0.02578,0.005625,0.005625,0.00063637
3.511904239654541,6.2,223.2,0.0395833,0.02005,0.005625,0.005625,0.00063637
3.5495541095733643,6.2,223.2,0.0395833,0.02005,0.005625,0.005078,0.00063462
3.673854351043701,-3.655,228.42,0.0285417,0.01484,0.005078,0.005078,0.00063462
3.7083358764648438,-3.655,228.42,0.0285417,0.01484,0.005078,0.005078,0.00063462
3.7482223510742188,-3.655,228.42,0.0285417,0.01484,0.004375,0.004375,0.00063355
3.867823839187622,6.5052,234.168,0.0345833,0.01888,0.004375,0.004375,0.00063355
3.914968729019165,6.5052,234.168,0.0345833,0.01888,0.004375,0.004375,0.00063355
3.9558393955230713,-3.415,237.061,0.04,0.0207,0.005026,0.005026,0.00062755
4.091093301773071,-3.415,237.061,0.04,0.0207,0.005026,0.005026,0.00062755
4.128489255905151,-3.415,237.061,0.04,0.0207,0.00487,0.00487,0.00063669
4.255813360214233,6.685,240.659,0.0383333,0.02057,0.00487,0.00487,0.00063669
