t (s),skew,phase,vpp,filt,avg,amp,rms
4.76837158203125e-07,-2.1927000000000003,281.073,0.045833,0.02474,0.008177,0.008177,0.00355197
1.054048776626587,12.565,92.33999999999997,0.044792,0.02708,0.006276,0.006276,0.00370756
1.0946495532989502,12.565,92.33999999999997,0.044792,0.02305,0.007005,0.007005,0.00370314
1.2363414764404297,2.7,97.2,0.044792,0.02305,0.007005,0.007005,0.00370314
1.2760095596313477,2.7,97.2,0.044792,0.02305,0.005781,0.005781,0.00375641
1.404468059539795,12.85,102.60000000000002,0.040625,0.02109,0.005781,0.005781,0.00375641
1.461456060409546,12.85,102.60000000000002,0.040625,0.02109,0.006198,0.006198,0.00380681
1.5956220626831055,2.99,107.641,0.051042,0.02578,0.006198,0.006198,0.00380681
1.6396851539611816,2.99,107.641,0.051042,0.02578,0.006198,0.005495,0.0038802
1.7767431735992432,3.1201,112.322,0.038542,0.02188,0.005495,0.005495,0.0038802
1.8309600353240967,3.1201,112.322,0.038542,0.02682,0.005885,0.005885,0.00392301
1.976208209991455,-6.75,117.001,0.051042,0.02682,0.005885,0.005885,0.00392301
2.033403158187866,-6.75,117.001,0.051042,0.02161,0.006432,0.006432,0.00391962
2.181608200073242,3.385,121.86,0.039583,0.02161,0.006432,0.006432,0.00391962
2.2211594581604004,3.385,121.86,0.038542,0.02096,0.00638,0.00638,0.00392904
2.3727564811706543,-6.4799999999999995,126.72,0.038542,0.02096,0.00638,0.00638,0.00392904
2.416963815689087,3.66,126.72,0.041667,0.02461,0.00638,0.00638,0.00389009
2.560527801513672,3.66,131.759,0.041667,0.02461,0.00638,0.00638,0.00389009
2.611549139022827,-6.204999999999999,136.62,0.048958,0.02591,0.006432,0.006432,0.00401283
2.772611618041992,-6.204999999999999,136.62,0.048958,0.02591,0.006432,0.006432,0.00401283
2.804255247116089,3.94,141.84,0.04375,0.02487,0.006406,0.006406,0.00409326
2.9515726566314697,3.94,141.84,0.04375,0.02487,0.006406,0.006615,0.00413661
3.1168336868286133,-5.9281999999999995,146.597,0.036458,0.02044,0.006615,0.006615,0.00413661
3.1715590953826904,-5.9281999999999995,146.597,0.044792,0.025,0.006667,0.006667,0.00410772
3.319352865219116,4.22,151.92,0.044792,0.025,0.006667,0.006667,0.00410772
3.3750391006469727,-5.6499999999999995,156.6,0.0375,0.0207,0.00638,0.00638,0.00411218
3.528230667114258,-5.6499999999999995,156.6,0.0375,0.0207,0.00638,0.008021,0.00418012
3.671872138977051,4.5,162.001,0.05,0.02734,0.008021,0.008021,0.00418012
3.724384069442749,4.5,162.001,0.05,0.02734,0.007161,0.007161,0.00416042
3.88128662109375,-5.375,166.499,0.041667,0.02305,0.007161,0.007161,0.00416042
3.9292168617248535,4.7749999999999995,166.499,0.045833,0.02253,0.007188,0.007188,0.00419302
4.076115608215332,4.7749999999999995,171.9,0.045833,0.02253,0.007188,0.007188,0.00419302
4.133793354034424,-5.09,176.76,0.044792,0.02148,0.006432,0.006432,0.00421368
4.317947149276733,-5.09,176.76,0.044792,0.02148,0.006432,0.006432,0.00421368
4.35219407081604,-5.09,176.76,0.044792,0.02148,0.006432,0.006432,0.00421368
4.383669853210449,5.095,183.42,0.032292,0.01823,0.006094,0.006094,0.00416051
4.531771659851074,5.095,183.42,0.032292,0.01823,0.006302,0.006302,0.00400452
4.712000846862793,-4.7749999999999995,188.1,0.035417,0.02122,0.006302,0.006302,0.00400452
4.7462317943573,-4.7749999999999995,188.1,0.035417,0.02122,0.006302,0.006302,0.00400452
4.780344247817993,-4.7749999999999995,188.1,0.035417,0.02122,0.006302,0.006302,0.00400452
4.816965103149414,5.415,188.1,0.039583,0.02188,0.007474,0.007474,0.00392462
4.945074081420898,5.415,194.938,0.039583,0.02188,0.007474,0.007474,0.00392462
4.980593204498291,5.415,194.938,0.039583,0.02188,0.006563,0.006563,0.00386131
5.119072675704956,5.55,199.799,0.047917,0.02656,0.006563,0.006563,0.00386131
5.165310621261597,5.55,199.799,0.047917,0.02656,0.007214,0.007214,0.00386361
