t (s),skew,phase,vpp,filt,avg,amp,rms
2.384185791015625e-07,-6.255,134.82,0.0245833,0.01198,0.003255,0.003255,0.00111631
1.1158411502838135,6.155200000000001,221.573,0.0329167,0.01758,0.003828,0.003828,0.00080401
1.2505531311035156,6.155200000000001,221.573,0.0329167,0.01758,0.003828,0.003828,0.00080401
1.3005404472351074,-3.715,221.573,0.0225,0.0125,0.003385,0.003385,0.00077039
1.4506185054779053,-3.715,226.261,0.0225,0.0125,0.003385,0.003385,0.00077039
1.4855079650878906,-3.715,226.261,0.0239583,0.01237,0.002969,0.002969,0.00074382
1.6088447570800781,6.435,231.659,0.0239583,0.01237,0.002969,0.002969,0.00074382
1.6408698558807373,6.435,231.659,0.0239583,0.01237,0.002969,0.002969,0.00074382
1.679645299911499,-3.435,231.659,0.0296875,0.01549,0.003802,0.003802,0.00072923
1.808340072631836,-3.435,236.341,0.0296875,0.01549,0.003802,0.003802,0.00072923
1.8701872825622559,6.71,241.561,0.0290625,0.01458,0.004089,0.004089,0.00070858
1.9975786209106445,6.71,241.561,0.0290625,0.01458,0.004089,0.004089,0.00070858
2.035090446472168,6.71,241.561,0.0290625,0.01458,0.004089,0.004089,0.00069135
2.1578257083892822,-3.165,246.061,0.0308333,0.01523,0.004714,0.004714,0.00069135
2.205054998397827,-3.165,246.061,0.0308333,0.01523,0.004714,0.004714,0.00069135
2.244840621948242,-3.165,246.061,0.0288542,0.01549,0.004505,0.004505,0.00069155
2.393075704574585,6.98,251.28,0.0288542,0.01549,0.004505,0.00388,0.00066246
2.544856309890747,-2.885,256.14,0.02875,0.01419,0.00388,0.00388,0.00066246
2.5797927379608154,-2.885,256.14,0.02875,0.01419,0.00388,0.00388,0.00066246
2.6154134273529053,-2.885,256.14,0.0244792,0.0125,0.003724,0.003724,0.00065398
2.739659070968628,-2.755,260.82,0.0244792,0.0125,0.003724,0.003724,0.00065398
2.771118640899658,-2.755,260.82,0.0244792,0.0125,0.003724,0.003724,0.00065398
2.8070125579833984,7.385,260.82,0.021875,0.01224,0.003333,0.003333,0.00064089
2.9685709476470947,7.385,265.861,0.021875,0.01224,0.003333,0.003568,0.00065007
3.0995185375213623,7.5249999999999995,270.9,0.0255208,0.01289,0.003568,0.003568,0.00065007
3.1345019340515137,7.5249999999999995,270.9,0.0255208,0.01289,0.003568,0.003568,0.00065007
3.1715691089630127,7.5249999999999995,270.9,0.0255208,0.01263,0.003516,0.003516,0.0006217
