t (s),skew,phase,vpp,filt,avg,amp,rms
2.384185791015625e-07,3.96,142.559,0.0309375,0.0181,0.032813,0.032813,0.00118106
1.501624345779419,5.5651,200.343,0.0458333,0.04049,0.010964,0.010964,0.00088673
1.5578842163085938,5.5651,200.343,0.0458333,0.04049,0.010964,0.010964,0.00088673
1.5936849117279053,5.5651,200.343,0.0458333,0.04479,0.012188,0.012188,0.00091636
1.7223939895629883,-4.3049,205.022,0.0466667,0.04479,0.012188,0.012188,0.00091636
1.7835938930511475,-4.3049,205.022,0.0466667,0.04909,0.014323,0.014323,0.0010307
1.9225664138793945,5.8353,210.07,0.0509375,0.04909,0.014323,0.014323,0.0010307
1.9570677280426025,5.8353,210.07,0.0509375,0.04909,0.014323,0.014323,0.00107614
2.087017059326172,-4.035,214.74,0.0526042,0.05169,0.015078,0.015078,0.00107614
2.1212856769561768,-4.035,214.74,0.0526042,0.05169,0.015078,0.015078,0.00107614
2.1559102535247803,-4.035,214.74,0.0526042,0.05169,0.015078,0.016094,0.00117582
2.2786831855773926,6.1253,220.511,0.0547917,0.05378,0.016094,0.016094,0.00117582
2.3330063819885254,6.1253,220.511,0.0547917,0.05378,0.017161,0.017161,0.00121376
2.4841578006744385,-3.73,225.72,0.0546875,0.05352,0.017161,0.017161,0.00121376
2.5179996490478516,-3.73,225.72,0.0546875,0.05352,0.017161,0.017161,0.00121376
2.5522964000701904,6.4203,225.72,0.05625,0.0556,0.017682,0.017682,0.00129656
2.679243326187134,6.4203,231.132,0.05625,0.0556,0.017682,0.017682,0.00129656
2.7240307331085205,6.4203,231.132,0.05625,0.0556,0.017682,0.018542,0.00131782
2.8594472408294678,-3.455,235.62099999999998,0.0565625,0.05586,0.018542,0.018542,0.00131782
2.9151859283447266,-3.455,235.62099999999998,0.0565625,0.05586,0.019089,0.019089,0.00138571
3.051809549331665,6.6953000000000005,241.032,0.0582292,0.0569,0.019089,0.019089,0.00138571
3.085089921951294,6.6953000000000005,241.032,0.0582292,0.0569,0.019089,0.019089,0.00138571
3.121656656265259,-3.175,241.032,0.0578125,0.05742,0.019792,0.019792,0.00140521
3.2666356563568115,-3.175,245.69799999999998,0.0578125,0.05742,0.019792,0.019792,0.00140521
3.309201717376709,-3.175,245.69799999999998,0.0596875,0.05885,0.022396,0.022396,0.00152475
3.4584803581237793,6.9746,251.055,0.0596875,0.05885,0.022396,0.022396,0.00152475
3.496858835220337,6.9746,251.055,0.0588542,0.05794,0.021953,0.021953,0.00154166
3.624629497528076,-2.8999,255.607,0.0588542,0.05794,0.021953,0.021953,0.00154166
3.677295684814453,-2.8999,255.607,0.0588542,0.05794,0.024167,0.024167,0.00164646
3.798018217086792,7.2503,261.012,0.06375,0.06055,0.024167,0.024167,0.00164646
