t (s),skew,phase,vpp,filt,avg,amp,rms
2.384185791015625e-07,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.3005974292755127,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.35068631172180176,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.40586423873901367,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.45473790168762207,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.5026462078094482,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.5376794338226318,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.5693469047546387,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.6048078536987305,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.6369240283966064,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.6701569557189941,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.7018003463745117,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.7346789836883545,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.7665953636169434,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.7960429191589355,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.8249361515045166,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.8542883396148682,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.8834350109100342,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.9125487804412842,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.9421427249908447,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
0.9724221229553223,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
1.001821756362915,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
1.0308525562286377,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
1.060075283050537,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
1.089479923248291,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
1.1187267303466797,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
1.148284912109375,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
1.1771345138549805,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
1.2059822082519531,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
1.2354450225830078,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
1.2645161151885986,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
1.293677568435669,nan,nan,0.0310417,0.01641,0.031042,0.031042,0.00129694
