t,skew,phase,vpp,filt,avg,amp,rms
1759793132.3258305,9.3606,336.965,0.559375,0.61628,0.466979,0.285547,0.06699035
1759793132.5035195,-0.6251,337.497,0.583333,0.63229,0.472448,0.305391,0.06688021
1759793132.5899274,-0.6151000000000001,337.85699999999997,0.56875,0.62083,0.479609,0.305391,0.06688021
1759793132.720101,9.3955,338.239,0.576042,0.62852,0.469609,0.245208,0.06725398
1759793132.9141748,9.3955,338.239,0.559375,0.62174,0.478568,0.258516,0.0671356
1759793133.089925,9.4106,338.397,0.563542,0.62305,0.469089,0.278307,0.06749361
1759793133.2668076,9.4106,338.781,0.563542,0.62305,0.469089,0.291589,0.06732943
1759793133.3549306,-0.58,339.119,0.566667,0.62826,0.478724,0.291589,0.06732943
1759793133.4865074,9.4305,339.499,0.5625,0.61471,0.46862,0.291406,0.06767566
1759793133.6600916,-0.5549,339.499,0.867708,0.74674,0.477656,0.284766,0.06757504
1759793133.8612838,-0.5549,340.023,0.867708,0.74674,0.46862,0.271615,0.06796549
1759793135.0062976,-0.8301,330.117,0.558333,0.62083,0.480599,0.291458,0.06797731
1759793136.1410286,-0.9501,325.797,0.561458,0.61771,0.477891,0.243047,0.06794748
1759793136.315844,9.060500000000001,326.179,0.567708,0.62096,0.471979,0.271719,0.0682509
1759793136.5157325,9.060500000000001,326.179,0.567708,0.61693,0.477708,0.251016,0.06801364
1759793136.6934004,9.0805,326.51800000000003,0.5875,0.62865,0.473255,0.292083,0.06830584
1759793136.8726747,9.0905,326.9,0.565625,0.62331,0.482422,0.284036,0.06858924
1759793137.0495107,9.0905,327.259,0.565625,0.62331,0.472474,0.258073,0.06828758
1759793137.2286932,-0.9001,327.597,0.558333,0.61719,0.472474,0.258073,0.06865918
1759793137.3109136,9.1155,328.161,0.892708,0.75,0.481771,0.258229,0.06865918
1759793137.4432042,9.1206,328.341,0.575,0.63125,0.491172,0.28487,0.06902095
1759793137.6387408,-0.8751,328.341,0.576042,0.62773,0.481042,0.271484,0.06869224
1759793137.8163779,9.1457,329.221,1.072917,0.8293,0.489245,0.264297,0.06896335
1759793137.9894886,9.1457,329.221,1.072917,0.64427,0.478958,0.276823,0.06869917
1759793138.1794522,-0.8501,329.397,0.6125,0.64427,0.478958,0.251536,0.06852358
1759793138.3603177,-0.8351,329.937,0.811458,0.63281,0.478438,0.278125,0.06885857
1759793138.535425,9.1705,330.139,0.586458,0.63281,0.486849,0.284635,0.06922759
1759793138.7261229,9.175600000000001,330.322,0.9625,0.78672,0.486849,0.32513,0.06945419
1759793138.9135363,9.1856,330.681,0.580208,0.62865,0.484063,0.282135,0.06916239
1759793139.0901406,-0.8051,331.017,0.592708,0.78724,0.477214,0.285365,0.06893945
1759793139.2850585,-0.7898000000000001,331.569,0.960417,0.78724,0.477214,0.285365,0.06930922
1759793139.4627573,9.2205,331.94,0.583333,0.63581,0.48362,0.258516,0.06906789
1759793139.5499747,-0.7751,332.097,0.572917,0.6306,0.477214,0.258516,0.06906789
1759793139.6923974,9.2355,332.48,0.58125,0.63659,0.482891,0.291276,0.06939423
1759793139.9059613,-0.7551,332.818,0.582292,0.63281,0.4775,0.256953,0.06914016
1759793140.054666,9.2555,333.198,0.582292,0.63125,0.483438,0.281667,0.06937336
1759793140.233056,9.2605,333.198,0.582292,0.62721,0.492917,0.305234,0.06959106
1759793140.4238665,9.2605,333.379,0.582292,0.62917,0.484453,0.284297,0.06925538
1759793140.6058867,-0.7151,333.898,0.598958,0.64375,0.48237,0.284661,0.06909606
1759793140.780499,-0.7151,334.257,0.598958,0.63659,0.482266,0.271354,0.06941774
1759793140.862683,9.2955,334.64,0.583333,0.63659,0.482266,0.271354,0.06941774
1759793141.0010817,-0.7001000000000001,334.796,0.56875,0.62331,0.482865,0.264375,0.06904915
1759793141.1782691,9.3156,335.36,0.577083,0.63359,0.483568,0.272031,0.06931465
1759793141.3651862,9.3156,335.36,0.577083,0.62995,0.484297,0.290938,0.06907574
1759793141.55501,-0.6751,335.698,0.578125,0.63099,0.483776,0.256745,0.06935392
1759793141.729567,9.3355,336.079,0.578125,0.72708,0.48375,0.271823,0.06917053
1759793141.9198747,-0.6551,336.41700000000003,0.81875,0.72708,0.491198,0.344271,0.06900725
1759793142.1085527,-0.6501,336.597,0.61875,0.63503,0.481589,0.271536,0.06920534
1759793142.297073,9.3605,336.979,0.964583,0.78802,0.486536,0.265208,0.0694852
1759793142.4847376,9.3714,337.343,0.964583,0.67266,0.482578,0.291667,0.06928527
