t,skew,phase,vpp,filt,avg,amp,rms
0.0,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
1.4742224216461182,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
1.5557584762573242,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
1.6353137493133545,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
1.7151029109954834,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
1.79463791847229,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
1.8738315105438232,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
1.9532971382141113,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
2.0329251289367676,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
2.1128742694854736,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
2.1925506591796875,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
2.2723453044891357,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
2.3520145416259766,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
2.43184757232666,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
2.511331081390381,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
2.5905497074127197,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
2.6700572967529297,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
2.750140905380249,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
2.8300678730010986,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
2.9097232818603516,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
2.989776372909546,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
3.068995475769043,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
3.148787021636963,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
3.2308225631713867,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
3.31084942817688,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
3.390751838684082,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
3.4700214862823486,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
3.5495758056640625,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
3.629410982131958,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
3.709806203842163,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
3.78924822807312,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
3.868717670440674,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
3.9485862255096436,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
4.02802038192749,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
4.107856750488281,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
4.1874213218688965,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
4.266934156417847,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
4.34653639793396,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
4.426020622253418,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
4.505615949630737,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
4.586656332015991,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
4.666191816329956,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
4.74582839012146,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
4.824963808059692,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
4.904275894165039,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
4.984278202056885,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
5.0640106201171875,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
5.144049167633057,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
5.223736047744751,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
5.303069829940796,2.1249,150.435,0.055208,0.02799,0.025521,0.025521,0.00385128
